"Postcode"	"City"	"Usage"	"Municipality code"	"Municipality"	"Region code"	"Region"	"Latitude"	"Longitude"	"Quality code"	"Quality description"
2015	"Leirsund"	"Gateadresser"	231	"Skedsmo"	2	"Akershus"	59.99	11.11	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
2016	"Frogner"	"Gateadresser og postboksar"	226	"Sørum"	2	"Akershus"	60.02	11.1	5	"Koordinatane er retta av ein yr.no-brukar"
2019	"Skedsmokorset"	"Gateadresser"	231	"Skedsmo"	2	"Akershus"	59.99	11.03	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
2020	"Skedsmokorset"	"Gateadresser"	231	"Skedsmo"	2	"Akershus"	60	11.03	5	"Koordinatane er retta av ein yr.no-brukar"
2021	"Skedsmokorset"	"Postboksar"	231	"Skedsmo"	2	"Akershus"	60	11.04	1	"Koordinatane gjeld postkontoret"
2022	"Gjerdrum"	"Gateadresser"	234	"Gjerdrum"	2	"Akershus"	60.08	11.02	5	"Koordinatane er retta av ein yr.no-brukar"
2024	"Gjerdrum"	"Postboksar"	234	"Gjerdrum"	2	"Akershus"	60.07	11.03	1	"Koordinatane gjeld postkontoret"
2025	"Fjerdingby"	"Postboksar"	228	"Rælingen"	2	"Akershus"	59.93	11.07	1	"Koordinatane gjeld postkontoret"
2026	"Skjetten"	"Postboksar"	231	"Skedsmo"	2	"Akershus"	59.97	11	1	"Koordinatane gjeld postkontoret"
2027	"Kjeller"	"Postboksar"	231	"Skedsmo"	2	"Akershus"	59.97	11.05	1	"Koordinatane gjeld postkontoret"
2030	"Nannestad"	"Gateadresser"	238	"Nannestad"	2	"Akershus"	60.22	11.01	5	"Koordinatane er retta av ein yr.no-brukar"
2031	"Nannestad"	"Postboksar"	238	"Nannestad"	2	"Akershus"	60.22	11.03	1	"Koordinatane gjeld postkontoret"
2032	"Maura"	"Gateadresser og postboksar"	238	"Nannestad"	2	"Akershus"	60.26	11.03	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
2033	"Åsgreina"	"Gateadresser"	238	"Nannestad"	2	"Akershus"	60.17	10.99	5	"Koordinatane er retta av ein yr.no-brukar"
2034	"Holter"	"Gateadresser og postboksar"	238	"Nannestad"	2	"Akershus"	60.14	11.02	1	"Koordinatane gjeld postkontoret"
2040	"Kløfta"	"Gateadresser"	235	"Ullensaker"	2	"Akershus"	60.08	11.14	5	"Koordinatane er retta av ein yr.no-brukar"
2041	"Kløfta"	"Postboksar"	235	"Ullensaker"	2	"Akershus"	60.08	11.14	1	"Koordinatane gjeld postkontoret"
2050	"Jessheim"	"Gateadresser"	235	"Ullensaker"	2	"Akershus"	60.14	11.17	5	"Koordinatane er retta av ein yr.no-brukar"
2051	"Jessheim"	"Postboksar"	235	"Ullensaker"	2	"Akershus"	60.14	11.17	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
2052	"Jessheim"	"Gateadresser"	235	"Ullensaker"	2	"Akershus"	60.14	11.21	5	"Koordinatane er retta av ein yr.no-brukar"
2054	"Mogreina"	"Gateadresser"	235	"Ullensaker"	2	"Akershus"	60.23	11.16	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
2055	"Nordkisa"	"Gateadresser"	235	"Ullensaker"	2	"Akershus"	60.19	11.26	5	"Koordinatane er retta av ein yr.no-brukar"
2056	"Algarheim"	"Gateadresser"	235	"Ullensaker"	2	"Akershus"	60.14	11.25	5	"Koordinatane er retta av ein yr.no-brukar"
2057	"Jessheim"	"Postboksar"	235	"Ullensaker"	2	"Akershus"	60.14	11.21	1	"Koordinatane gjeld postkontoret"
2058	"Sessvollmoen"	"Firma med eige postnummer"	235	"Ullensaker"	2	"Akershus"	60.24	11.14	1	"Koordinatane er kontrollerte av yr.no"
2059	"Trandum"	"Firma med eige postnummer"	235	"Ullensaker"	2	"Akershus"	60.21	11.12	1	"Koordinatane er kontrollerte av yr.no"
2060	"Gardermoen"	"Gateadresser"	235	"Ullensaker"	2	"Akershus"	60.19	11.1	1	"Koordinatane er kontrollerte av yr.no"
2061	"Gardermoen"	"Postboksar"	235	"Ullensaker"	2	"Akershus"	60.19	11.1	1	"Koordinatane er kontrollerte av yr.no"
2065	"Gardermoen"	"Postboksar"	235	"Ullensaker"	2	"Akershus"	60.14	11.17	1	"Koordinatane gjeld postkontoret"
2070	"Råholt"	"Gateadresser"	237	"Eidsvoll"	2	"Akershus"	60.28	11.18	5	"Koordinatane er retta av ein yr.no-brukar"
2071	"Råholt"	"Postboksar"	237	"Eidsvoll"	2	"Akershus"	60.28	11.18	1	"Koordinatane gjeld postkontoret"
2072	"Dal"	"Gateadresser"	237	"Eidsvoll"	2	"Akershus"	60.25	11.21	5	"Koordinatane er retta av ein yr.no-brukar"
2073	"Bøn"	"Gateadresser"	237	"Eidsvoll"	2	"Akershus"	60.29	11.2	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
2074	"Eidsvoll Verk"	"Gateadresser"	237	"Eidsvoll"	2	"Akershus"	60.3	11.16	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
2076	"Dal"	"Postboksar"	237	"Eidsvoll"	2	"Akershus"	60.25	11.21	5	"Koordinatane er retta av ein yr.no-brukar"
2080	"Eidsvoll"	"Gateadresser"	237	"Eidsvoll"	2	"Akershus"	60.33	11.26	5	"Koordinatane er retta av ein yr.no-brukar"
2081	"Eidsvoll"	"Postboksar"	237	"Eidsvoll"	2	"Akershus"	60.33	11.26	1	"Koordinatane gjeld postkontoret"
2090	"Hurdal"	"Gateadresser"	239	"Hurdal"	2	"Akershus"	60.44	11.07	5	"Koordinatane er retta av ein yr.no-brukar"
2091	"Hurdal"	"Postboksar"	239	"Hurdal"	2	"Akershus"	60.43	11.06	5	"Koordinatane er retta av ein yr.no-brukar"
2092	"Minnesund"	"Gateadresser og postboksar"	237	"Eidsvoll"	2	"Akershus"	60.4	11.24	1	"Koordinatane gjeld postkontoret"
2093	"Feiring"	"Gateadresser"	237	"Eidsvoll"	2	"Akershus"	60.48	11.15	5	"Koordinatane er retta av ein yr.no-brukar"
2150	"Årnes"	"Gateadresser"	236	"Nes"	2	"Akershus"	60.12	11.47	5	"Koordinatane er retta av ein yr.no-brukar"
2151	"Årnes"	"Postboksar"	236	"Nes"	2	"Akershus"	60.12	11.47	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
2160	"Vormsund"	"Gateadresser og postboksar"	236	"Nes"	2	"Akershus"	60.15	11.41	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
2162	"Brårud"	"Gateadresser"	236	"Nes"	2	"Akershus"	60.21	11.33	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
2164	"Skogbygda"	"Gateadresser og postboksar"	236	"Nes"	2	"Akershus"	60.23	11.51	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
2165	"Hvam"	"Gateadresser og postboksar"	236	"Nes"	2	"Akershus"	60.13	11.34	1	"Koordinatane gjeld postkontoret"
2166	"Oppaker"	"Gateadresser"	236	"Nes"	2	"Akershus"	60.18	11.51	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
2170	"Fenstad"	"Gateadresser og postboksar"	236	"Nes"	2	"Akershus"	60.22	11.39	5	"Koordinatane er retta av ein yr.no-brukar"
0001	"Oslo"	"Firma med eige postnummer"	301	"Oslo"	3	"Oslo"	59.91	10.75	1	"Koordinatane er kontrollerte av yr.no"
0010	"Oslo"	"Fleire bruksområde"	301	"Oslo"	3	"Oslo"	59.92	10.73	1	"Koordinatane er kontrollerte av yr.no"
0014	"Oslo"	"Firma med eige postnummer"	301	"Oslo"	3	"Oslo"	59.91	10.75	1	"Koordinatane er kontrollerte av yr.no"
0015	"Oslo"	"Firma med eige postnummer"	301	"Oslo"	3	"Oslo"	59.91	10.74	1	"Koordinatane er kontrollerte av yr.no"
0016	"Oslo"	"Firma med eige postnummer"	301	"Oslo"	3	"Oslo"	59.94	10.66	1	"Koordinatane er kontrollerte av yr.no"
0017	"Oslo"	"Firma med eige postnummer"	301	"Oslo"	3	"Oslo"	59.92	10.5	1	"Koordinatane er kontrollerte av yr.no"
0018	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.92	10.51	1	"Koordinatane er kontrollerte av yr.no"
0020	"Oslo"	"Firma med eige postnummer"	301	"Oslo"	3	"Oslo"	59.91	10.75	1	"Koordinatane er kontrollerte av yr.no"
0021	"Oslo"	"Firma med eige postnummer"	301	"Oslo"	3	"Oslo"	59.91	10.73	5	"Koordinatane er retta av ein yr.no-brukar"
0022	"Oslo"	"Firma med eige postnummer"	301	"Oslo"	3	"Oslo"	59.91	10.76	1	"Koordinatane er kontrollerte av yr.no"
0023	"Oslo"	"Fleire bruksområde"	301	"Oslo"	3	"Oslo"	59.91	10.75	1	"Koordinatane er kontrollerte av yr.no"
0024	"Oslo"	"Firma med eige postnummer"	301	"Oslo"	3	"Oslo"	59.91	10.75	1	"Koordinatane er kontrollerte av yr.no"
0025	"Oslo"	"Firma med eige postnummer"	301	"Oslo"	3	"Oslo"	59.91	10.75	1	"Koordinatane er kontrollerte av yr.no"
0026	"Oslo"	"Fleire bruksområde"	301	"Oslo"	3	"Oslo"	59.91	10.74	1	"Koordinatane er kontrollerte av yr.no"
0027	"Oslo"	"Fleire bruksområde"	301	"Oslo"	3	"Oslo"	59.95	10.72	1	"Koordinatane er kontrollerte av yr.no"
0028	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.75	1	"Koordinatane gjeld postkontoret"
0030	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.92	10.75	1	"Koordinatane er kontrollerte av yr.no"
0031	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.92	10.75	1	"Koordinatane er kontrollerte av yr.no"
0032	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.92	10.75	1	"Koordinatane er kontrollerte av yr.no"
0033	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.92	10.75	1	"Koordinatane er kontrollerte av yr.no"
0034	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.92	10.75	1	"Koordinatane er kontrollerte av yr.no"
0037	"Oslo"	"Firma med eige postnummer"	301	"Oslo"	3	"Oslo"	59.91	10.73	1	"Koordinatane er kontrollerte av yr.no"
0040	"Oslo"	"Firma med eige postnummer"	301	"Oslo"	3	"Oslo"	59.94	10.76	1	"Koordinatane er kontrollerte av yr.no"
0041	"Oslo"	"Firma med eige postnummer"	301	"Oslo"	3	"Oslo"	59.94	10.76	1	"Koordinatane er kontrollerte av yr.no"
0042	"Oslo"	"Firma med eige postnummer"	301	"Oslo"	3	"Oslo"	59.94	10.76	1	"Koordinatane er kontrollerte av yr.no"
0043	"Oslo"	"Firma med eige postnummer"	301	"Oslo"	3	"Oslo"	59.94	10.76	1	"Koordinatane er kontrollerte av yr.no"
0045	"Oslo"	"Firma med eige postnummer"	301	"Oslo"	3	"Oslo"	59.96	10.91	1	"Koordinatane er kontrollerte av yr.no"
0046	"Oslo"	"Firma med eige postnummer"	301	"Oslo"	3	"Oslo"	59.96	10.91	1	"Koordinatane er kontrollerte av yr.no"
0047	"Oslo"	"Firma med eige postnummer"	301	"Oslo"	3	"Oslo"	59.96	10.91	1	"Koordinatane er kontrollerte av yr.no"
0048	"Oslo"	"Firma med eige postnummer"	301	"Oslo"	3	"Oslo"	59.91	10.75	1	"Koordinatane er kontrollerte av yr.no"
0050	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.91	10.75	1	"Koordinatane er kontrollerte av yr.no"
0051	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.75	1	"Koordinatane er kontrollerte av yr.no"
0055	"Oslo"	"Firma med eige postnummer"	301	"Oslo"	3	"Oslo"	59.91	10.75	1	"Koordinatane er kontrollerte av yr.no"
0080	"Oslo"	"Firma med eige postnummer"	301	"Oslo"	3	"Oslo"	59.91	10.63	1	"Koordinatane er kontrollerte av yr.no"
0081	"Oslo"	"Firma med eige postnummer"	301	"Oslo"	3	"Oslo"	59.92	10.74	1	"Koordinatane er kontrollerte av yr.no"
0101	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.74	1	"Koordinatane er kontrollerte av yr.no"
0102	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.74	1	"Koordinatane er kontrollerte av yr.no"
0103	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.74	1	"Koordinatane er kontrollerte av yr.no"
0104	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.74	1	"Koordinatane er kontrollerte av yr.no"
0105	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.74	1	"Koordinatane er kontrollerte av yr.no"
0106	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.74	1	"Koordinatane er kontrollerte av yr.no"
0107	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.74	1	"Koordinatane er kontrollerte av yr.no"
0110	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.73	1	"Koordinatane er kontrollerte av yr.no"
0111	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.73	1	"Koordinatane er kontrollerte av yr.no"
0112	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.73	1	"Koordinatane er kontrollerte av yr.no"
0113	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.73	1	"Koordinatane er kontrollerte av yr.no"
0114	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.73	1	"Koordinatane er kontrollerte av yr.no"
0115	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.73	1	"Koordinatane er kontrollerte av yr.no"
0116	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.73	1	"Koordinatane er kontrollerte av yr.no"
0117	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.73	1	"Koordinatane er kontrollerte av yr.no"
0118	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.73	1	"Koordinatane er kontrollerte av yr.no"
0119	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.73	1	"Koordinatane er kontrollerte av yr.no"
0120	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.74	1	"Koordinatane er kontrollerte av yr.no"
0121	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.73	1	"Koordinatane er kontrollerte av yr.no"
0122	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.72	1	"Koordinatane er kontrollerte av yr.no"
0123	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.72	1	"Koordinatane er kontrollerte av yr.no"
0124	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.71	1	"Koordinatane er kontrollerte av yr.no"
0125	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.7	1	"Koordinatane er kontrollerte av yr.no"
0126	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.69	1	"Koordinatane er kontrollerte av yr.no"
0127	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.73	1	"Koordinatane er kontrollerte av yr.no"
0128	"Oslo"	"Firma med eige postnummer"	301	"Oslo"	3	"Oslo"	59.92	10.74	1	"Koordinatane er kontrollerte av yr.no"
0129	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.92	10.74	1	"Koordinatane er kontrollerte av yr.no"
0130	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.92	10.74	1	"Koordinatane er kontrollerte av yr.no"
0131	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.92	10.74	1	"Koordinatane gjeld postkontoret"
0133	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.76	1	"Koordinatane gjeld postkontoret"
0134	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.76	1	"Koordinatane gjeld postkontoret"
0135	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.76	1	"Koordinatane gjeld postkontoret"
0136	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.92	10.74	1	"Koordinatane gjeld postkontoret"
0137	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.88	10.77	1	"Koordinatane er kontrollerte av yr.no"
0138	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.87	10.77	1	"Koordinatane gjeld postkontoret"
0139	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.87	10.77	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0150	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.9	10.73	1	"Koordinatane er kontrollerte av yr.no"
0151	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.91	10.74	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0152	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.91	10.75	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0153	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.91	10.74	5	"Koordinatane er retta av ein yr.no-brukar"
0154	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.91	10.75	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0155	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.91	10.75	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0157	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.91	10.74	5	"Koordinatane er retta av ein yr.no-brukar"
0158	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.91	10.74	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0159	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.91	10.74	5	"Koordinatane er retta av ein yr.no-brukar"
0160	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.91	10.73	5	"Koordinatane er retta av ein yr.no-brukar"
0161	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.91	10.73	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0162	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.91	10.74	5	"Koordinatane er retta av ein yr.no-brukar"
0164	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.92	10.74	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0165	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.92	10.74	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0166	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.92	10.73	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0167	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.93	10.73	5	"Koordinatane er retta av ein yr.no-brukar"
0168	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.93	10.73	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0169	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.93	10.74	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0170	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.92	10.74	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0171	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.93	10.74	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0172	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.92	10.75	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0173	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.93	10.75	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0174	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.93	10.75	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0175	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.93	10.75	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0176	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.92	10.74	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0177	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.92	10.75	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0178	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.92	10.75	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0179	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.92	10.75	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0180	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.92	10.74	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0181	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.91	10.75	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0182	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.92	10.76	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0183	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.92	10.75	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0184	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.91	10.75	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0185	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.91	10.76	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0186	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.92	10.76	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0187	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.91	10.76	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0188	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.91	10.76	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0190	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.91	10.77	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0191	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.91	10.76	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0192	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.9	10.77	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0193	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.89	10.75	1	"Koordinatane er kontrollerte av yr.no"
0195	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.9	10.79	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0196	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.9	10.78	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0198	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.88	10.76	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0201	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.72	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0202	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.72	1	"Koordinatane gjeld postkontoret"
0203	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.72	1	"Koordinatane gjeld postkontoret"
0204	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.72	1	"Koordinatane gjeld postkontoret"
0207	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.92	10.71	1	"Koordinatane gjeld postkontoret"
0208	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.92	10.71	1	"Koordinatane gjeld postkontoret"
0211	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.67	1	"Koordinatane er kontrollerte av yr.no"
0212	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.92	10.68	1	"Koordinatane er kontrollerte av yr.no"
0213	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.92	10.68	1	"Koordinatane er kontrollerte av yr.no"
0214	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.92	10.68	1	"Koordinatane er kontrollerte av yr.no"
0215	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.92	10.68	1	"Koordinatane er kontrollerte av yr.no"
0216	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.92	10.64	1	"Koordinatane gjeld postkontoret"
0218	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.93	10.67	1	"Koordinatane gjeld postkontoret"
0230	"Oslo"	"Postboksar"	301	"Oslo"	3	"Oslo"	59.91	10.72	1	"Koordinatane gjeld postkontoret"
0240	"Oslo"	"Firma med eige postnummer"	301	"Oslo"	3	"Oslo"	59.91	10.71	1	"Koordinatane er kontrollerte av yr.no"
0242	"Oslo"	"Firma med eige postnummer"	301	"Oslo"	3	"Oslo"	59.91	10.72	1	"Koordinatane er kontrollerte av yr.no"
0244	"Oslo"	"Firma med eige postnummer"	301	"Oslo"	3	"Oslo"	59.92	10.7	1	"Koordinatane er kontrollerte av yr.no"
0245	"Oslo"	"Firma med eige postnummer"	301	"Oslo"	3	"Oslo"	59.91	10.72	1	"Koordinatane er kontrollerte av yr.no"
0246	"Oslo"	"Firma med eige postnummer"	301	"Oslo"	3	"Oslo"	59.91	10.72	1	"Koordinatane er kontrollerte av yr.no"
0247	"Oslo"	"Firma med eige postnummer"	301	"Oslo"	3	"Oslo"	59.92	10.68	1	"Koordinatane er kontrollerte av yr.no"
0250	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.91	10.73	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0251	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.91	10.73	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0252	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.91	10.72	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0253	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.91	10.72	5	"Koordinatane er retta av ein yr.no-brukar"
0254	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.91	10.72	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0255	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.91	10.72	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0256	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.92	10.72	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0257	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.92	10.72	5	"Koordinatane er retta av ein yr.no-brukar"
0258	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.92	10.72	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0259	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.92	10.72	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
0260	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.92	10.71	5	"Koordinatane er retta av ein yr.no-brukar"
0262	"Oslo"	"Gateadresser"	301	"Oslo"	3	"Oslo"	59.92	10.71	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
